Wall time,Step,Value
1748537246.038777,8,-97.70018768310547
1748537306.351914,16,115.88287353515625
1748537366.9053533,24,-48.8438720703125
1748537428.926721,32,-175.44866943359375
1748537490.696454,40,-32.68534469604492
1748537551.4798198,48,-27.41231918334961
1748537612.0859466,56,-72.31310272216797
1748537672.565771,64,-27.306529998779297
1748537733.5945678,72,212.57896423339844
1748537793.9339294,80,3.714761734008789
1748537854.3684063,88,182.86524963378906
1748537915.583657,96,14.144803047180176
1748537975.7894943,104,207.1985321044922
1748538036.4407747,112,208.6865692138672
1748538097.0559506,120,217.62220764160156
1748538157.6031742,128,208.72096252441406
1748538217.8432956,136,62.99642562866211
1748538279.0195186,144,224.2786865234375
1748538340.3721373,152,13.479649543762207
1748538400.4552886,160,192.29037475585938
1748538460.6133077,168,215.91204833984375
1748538521.1608672,176,219.65286254882812
1748538581.5878768,184,220.15333557128906
1748538642.7378163,192,215.57672119140625
1748538702.989943,200,217.8743896484375
1748538762.89852,208,232.97927856445312
1748538824.1440516,216,215.9751739501953
1748538884.2006662,224,200.3673858642578
1748538944.413468,232,234.2945556640625
1748539005.538673,240,227.3237762451172
1748539065.4769394,248,234.6993408203125
1748539125.600213,256,221.73492431640625
1748539187.05,264,239.4829559326172
1748539248.0384705,272,159.36865234375
1748539308.4001179,280,225.35658264160156
1748539368.950108,288,218.43923950195312
1748539429.5461273,296,108.96562957763672
1748539489.9951696,304,222.93649291992188
1748539550.0553343,312,224.77236938476562
1748539610.7239203,320,228.87115478515625
1748539671.2576253,328,221.58226013183594
1748539731.2620287,336,233.4178924560547
1748539792.505279,344,219.2135467529297
1748539853.8610907,352,240.7059326171875
1748539913.918323,360,235.7028350830078
1748539974.9899437,368,237.71009826660156
1748540035.406867,376,225.3942413330078
1748540096.9246786,384,236.41586303710938
1748540157.2893448,392,221.55615234375
1748540217.6903949,400,235.9899139404297
1748540279.42911,408,234.69058227539062
1748540340.7739725,416,232.68666076660156
1748540401.113731,424,226.91708374023438
1748540462.3170059,432,229.70883178710938
1748540522.549229,440,227.72735595703125
1748540583.8526638,448,231.59034729003906
1748540645.1287134,456,235.89874267578125
1748540707.5967634,464,234.62904357910156
1748540768.0874999,472,231.58555603027344
1748540830.0596404,480,239.24295043945312
1748540890.4486706,488,228.42318725585938
1748540951.6886845,496,235.18702697753906
1748541012.147088,504,234.02435302734375
1748541072.726661,512,233.11622619628906
1748541133.4292874,520,240.55062866210938
1748541193.7403228,528,235.07862854003906
1748541256.3583417,536,230.602294921875
1748541317.7762635,544,242.6912078857422
1748541378.3346257,552,238.0722198486328
1748541439.6368854,560,244.19232177734375
1748541500.9922028,568,220.39573669433594
1748541562.198841,576,239.817626953125
1748541623.4875255,584,238.74652099609375
1748541684.1026692,592,233.22389221191406
1748541744.2857702,600,233.24099731445312
1748541804.665742,608,243.29014587402344
1748541864.8368711,616,221.7442626953125
1748541925.9332767,624,231.78659057617188
1748541989.1037996,632,230.88865661621094
1748542049.5509896,640,230.8649139404297
1748542110.0027797,648,228.38043212890625
1748542170.3157597,656,233.18118286132812
1748542231.9095752,664,238.00546264648438
1748542293.2513883,672,238.53562927246094
1748542354.8249753,680,233.48281860351562
1748542417.159604,688,235.19940185546875
1748542477.4756668,696,239.97067260742188
1748542539.189441,704,219.2755584716797
1748542600.3415117,712,236.09336853027344
1748542661.8172078,720,238.77108764648438
1748542723.3089635,728,238.16207885742188
1748542784.8186758,736,229.37498474121094
1748542845.5969398,744,239.1144561767578
1748542907.0094879,752,239.0230712890625
1748542969.4980674,760,232.98471069335938
1748543031.2470453,768,232.31414794921875
1748543092.3838618,776,240.83543395996094
1748543153.280355,784,243.86627197265625
1748543214.0848095,792,234.5852813720703
1748543275.3142848,800,241.6380157470703
1748543337.4141865,808,240.15264892578125
1748543398.7609212,816,243.08935546875
1748543460.1674607,824,237.36289978027344
1748543521.0063117,832,227.071533203125
1748543582.7619288,840,236.18270874023438
1748543644.5621862,848,235.4896240234375
1748543705.8807108,856,236.17276000976562
1748543767.1314256,864,-2.3183071613311768
1748543831.1222374,872,241.43154907226562
1748543892.5409548,880,235.189453125
1748543953.2010558,888,240.7202911376953
1748544014.6071265,896,237.88250732421875
1748544075.933811,904,237.77044677734375
1748544138.1127763,912,222.61070251464844
1748544199.0657153,920,230.47039794921875
1748544258.9816601,928,240.25445556640625
1748544319.8163862,936,241.99310302734375
1748544381.0820982,944,240.7525177001953
1748544442.6102228,952,238.724609375
1748544504.1018581,960,240.29660034179688
1748544564.5298123,968,244.11769104003906
1748544625.4859514,976,241.6216278076172
1748544687.0788734,984,239.72225952148438
1748544747.6380725,992,240.2004852294922
1748544809.4000902,1000,241.37940979003906
1748544869.9481905,1008,238.00820922851562
1748544932.0090365,1016,238.25662231445312
